번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,소재지전화,도로명전체주소,도로명우편번호,사업장명,데이터갱신구분,좌표정보x(epsg5174),좌표정보y(epsg5174),업무구분명
5663,동물병원,02_03_01_P,3210000,3.21E+17,2010-09-03,,3,폐업,2,,"서울특별시 서초구 사평대로45길 10-25 (반포동,반포자이주구중심상가 102,108호)",,반포자이동물병원,I,201162.735,444940.18,동물병원
5664,동물병원,02_03_01_P,3210000,3.21E+17,2010-09-15,,3,폐업,2,,,,에이스동물병원,I,199762.8977,443923.4431,동물병원
5665,동물병원,02_03_01_P,3210000,3.21E+17,2003-11-13,,3,폐업,2,585-0087,"서울특별시 서초구 효령로 200 (서초동,문화빌딩 101호)",,한강동물병원서초점,I,200466.0807,442289.9802,동물병원
5666,동물병원,02_03_01_P,3210000,3.21E+17,2003-12-15,,3,폐업,2,581-2524,"서울특별시 서초구 동작대로 36, 1,2층 (방배동, 대광빌딩)",6691,포포즈동물의료센터,I,198351.955,441943.105,동물병원
5667,동물병원,02_03_01_P,3110000,3.11E+17,2007-02-14,,3,폐업,2,376-7584,,,허브종합동물병원,I,,,동물병원
5668,동물병원,02_03_01_P,3210000,3.21E+17,2014-11-21,,3,폐업,2,3477-7667,"서울특별시 서초구 신반포로 49, M-16호 (반포동)",6502,반포한강동물병원,U,199049.3643,444451.7173,동물병원
5669,동물병원,02_03_01_P,3210000,3.21E+17,2014-11-24,,3,폐업,2,02-535-3119,서울특별시 서초구 방배로 232 (방배동),6584,헤이븐동물병원 방배서래점,U,199054.8579,443527.102,동물병원
5670,동물병원,02_03_01_P,3210000,3.21E+17,2014-12-23,,3,폐업,2,448-1962,"서울특별시 서초구 효령로 229, 108호 (서초동)",6671,아이비동물병원,I,200724.5727,442410.7501,동물병원
5671,동물병원,02_03_01_P,3210000,3.21E+17,2016-04-06,,3,폐업,2,02-521-8181,"서울특별시 서초구 반포대로 89, 1층 (서초동, 유민빌딩)",6657,에이원동물병원,U,200734.9937,442882.2,동물병원
5672,동물병원,02_03_01_P,3210000,3.21E+17,2016-04-28,,3,폐업,2,02-6401-7582,"서울특별시 서초구 방배로 28, 1층 5호 (방배동, 덕산빌딩)",6715,여울동물병원,U,199990.1321,441709.2139,동물병원
5673,동물병원,02_03_01_P,3210000,3.21E+17,2000-06-26,,3,폐업,2,591-1181,"서울특별시 서초구 사평대로 130 (반포동,1층 가호)",,마이펫동물병원,I,199807.8689,444189.7934,동물병원
5674,동물병원,02_03_01_P,3210000,3.21E+17,2000-10-14,,3,폐업,2,3486-0075,,,노아동물병원,I,,,동물병원
5675,동물병원,02_03_01_P,3110000,3.11E+17,1997-01-20,,3,폐업,2,302-9998,,,예종합동물,I,,,동물병원
5676,동물병원,02_03_01_P,3110000,3.11E+17,1999-01-21,,3,폐업,2,355-6105,,,역촌동물병원,I,,,동물병원
5677,동물병원,02_03_01_P,3140000,3.14E+17,2005-04-08,,3,폐업,2,,,,닥터펫 동물병원,I,,,동물병원
5678,동물병원,02_03_01_P,3140000,3.14E+17,2005-07-26,,3,폐업,2,2647-8572,,,다솜동물병원,I,,,동물병원
5679,동물병원,02_03_01_P,3140000,3.14E+17,2005-11-24,,3,폐업,2,02-2643-0283,"서울특별시 양천구 목동서로 170 (목동,한국까르푸 1층)",,Dr.Pet 동물병원,I,188729.1905,447572.61,동물병원
5680,동물병원,02_03_01_P,3110000,3.11E+17,2007-03-21,,3,폐업,2,387-7582,,,사랑가득동물병원,I,193019.4034,456302.9288,동물병원
5681,동물병원,02_03_01_P,3110000,3.11E+17,2007-06-19,,3,폐업,2,383-7566,,,참조은동물병원,I,,,동물병원
5682,동물병원,02_03_01_P,3110000,3.11E+17,2007-06-27,,3,폐업,2,350-7272,,,쿨펫동물병원,I,193661.7324,456379.1939,동물병원
5683,동물병원,02_03_01_P,3110000,3.11E+17,2007-11-15,,3,폐업,2,384-7775,,,드림펫동물병원,I,193134.2118,457162.1526,동물병원
5684,동물병원,02_03_01_P,3030000,3.03E+17,2003-01-23,,3,폐업,2,02-2299-3283,서울특별시 성동구 독서당로 200 (옥수동),,함께하는동물병원,U,201090.4576,448973.4571,동물병원
5685,동물병원,02_03_01_P,3210000,3.21E+17,2000-05-23,,3,폐업,2,593-8256,서울특별시 서초구 동광로 75 (방배동),,방배종합동물병원,I,199100.8581,443429.8698,동물병원
5686,동물병원,02_03_01_P,3210000,3.21E+17,2000-06-08,,3,폐업,2,577-3690,,,마리오동물병원,I,,,동물병원
5687,동물병원,02_03_01_P,3140000,3.14E+17,2006-02-16,,3,폐업,2,2654-7345,서울특별시 양천구 목동로 17 (신정동),,펫서비스동물병원,I,188528.0338,445390.8691,동물병원
5688,동물병원,02_03_01_P,3140000,3.14E+17,2012-07-20,,3,폐업,2,2604-0256,서울특별시 양천구 목동로 231 (신정동),7937,리베동물 의료센터,I,187866.52,447451.5957,동물병원
5689,동물병원,02_03_01_P,3110000,3.11E+17,2010-05-19,,3,폐업,2,356-3375,,,펫프렌즈동물병원 은평,I,192882.8377,455340.5406,동물병원
5690,동물병원,02_03_01_P,3060000,3.06E+17,2016-11-02,,3,폐업,2,02-6215-3439,"서울특별시 중랑구 망우로 247, 1층 (중화동, 로얄스포츠센터)",2117,동물수술전문센터,I,206997.2706,454794.0432,동물병원
5691,동물병원,02_03_01_P,3060000,3.06E+17,2018-06-27,,3,폐업,2,,서울특별시 중랑구 중랑천로 81 (상봉동),2118,중랑차 동물병원,U,206345.4735,454460.8219,동물병원
5692,동물병원,02_03_01_P,3140000,3.14E+17,2013-01-29,,3,폐업,2,2699-1222,서울특별시 양천구 신정로 312 (신정동),8106,푸른들동물병원,U,187158.467,445678.0763,동물병원
5693,동물병원,02_03_01_P,3140000,3.14E+17,2013-04-05,,3,폐업,2,2694-9550,서울특별시 양천구 월정로 137 (신월동),7923,가스펠동물병원,I,185562.9519,447671.8358,동물병원
5694,동물병원,02_03_01_P,3140000,3.14E+17,2013-05-30,,3,폐업,2,2647-1772,"서울특별시 양천구 등촌로 58, 1,2층 (목동)",7965,하니동물병원,U,187890.2511,448106.5715,동물병원
5695,동물병원,02_03_01_P,3140000,3.14E+17,2013-06-27,,3,폐업,2,2062-9725,"서울특별시 양천구 목동중앙본로1길 5 (목동, 목동2차월드메르디앙 상가 지층 103호)",7961,아람동물병원,I,188477.8614,448479.2798,동물병원
5696,동물병원,02_03_01_P,3210000,3.21E+17,2006-03-29,,3,폐업,2,596-7975,,,스누피동물병원,I,201054.3635,446247.7196,동물병원
5697,동물병원,02_03_01_P,3210000,3.21E+17,2006-04-19,,3,폐업,2,584-5990,서울특별시 서초구 남부순환로333길 42 (서초동),,바이오-벳,I,201818.2671,442451.4932,동물병원
5698,동물병원,02_03_01_P,3120000,3.12E+17,2002-12-03,,3,폐업,2,373-2066,,,예일동물병원,I,,,동물병원
5699,동물병원,02_03_01_P,3120000,3.12E+17,2002-11-27,,3,폐업,2,373-7272,서울특별시 서대문구 가좌로 140 (홍은동),,홍은동물병원,I,193234.2539,453587.3996,동물병원
5700,동물병원,02_03_01_P,3120000,3.12E+17,2003-02-21,,3,폐업,2,303-0604,서울특별시 서대문구 거북골로 13 (홍은동),,예일동물병원,I,193388.3466,453148.5339,동물병원
5701,동물병원,02_03_01_P,3120000,3.12E+17,2003-02-24,,3,폐업,2,,,,모래내동물병원,I,,,동물병원
5702,동물병원,02_03_01_P,3120000,3.12E+17,2003-03-03,,3,폐업,2,396-5975,서울특별시 서대문구 세검정로 51 (홍제동),3623,서대문아프리카동물병원,I,195226.0298,454485.9478,동물병원
5703,동물병원,02_03_01_P,3060000,3.06E+17,1992-07-03,,3,폐업,2,439-8300,"서울특별시 중랑구 면목로 341, 혜원동물병원 (면목동)",2228,혜원동물병원,U,207729.1757,453342.2325,동물병원
5704,동물병원,02_03_01_P,3060000,3.06E+17,1994-12-03,,3,폐업,2,433-0787,서울특별시 중랑구 중랑천로 81 (상봉동),2118,중랑차동물병원,I,206345.4735,454460.8219,동물병원
5705,동물병원,02_03_01_P,3060000,3.06E+17,1996-11-12,,3,폐업,2,434-3700,서울특별시 중랑구 망우로 266 (상봉동),2136,동부제일동물병원,U,207189.6797,454752.1312,동물병원
5706,동물병원,02_03_01_P,3060000,3.06E+17,1998-02-26,,3,폐업,2,3421-4900,,,비비펫동물병원,I,,,동물병원
5707,동물병원,02_03_01_P,3060000,3.06E+17,2001-03-03,,3,폐업,2,,,,제일동물병원,I,,,동물병원
5708,동물병원,02_03_01_P,3060000,3.06E+17,2001-05-02,,3,폐업,2,434-5403,,,협동가축진료소,I,,,동물병원
5709,동물병원,02_03_01_P,3060000,3.06E+17,2002-02-19,,3,폐업,2,433-3387,"서울특별시 중랑구 봉화산로 232, B동 1층 (신내동)",2067,행복이있는동물병원,I,208614.4356,456169.8718,동물병원
5710,동물병원,02_03_01_P,3060000,3.06E+17,2002-10-17,,3,폐업,2,2208-7540,,,하나동물병원,I,,,동물병원
5711,동물병원,02_03_01_P,3060000,3.06E+17,2002-12-03,,3,폐업,2,2208-7533,"서울특별시 중랑구 동일로 640, 지하 1층, 4층  (면목동)",2140,24시 동물응급의료센터,U,207017.8153,453914.6398,동물병원
5712,동물병원,02_03_01_P,3110000,3.11E+17,2002-09-04,,3,폐업,2,389-3357,,,영규동물병원,I,,,동물병원
5713,동물병원,02_03_01_P,3120000,3.12E+17,2003-04-12,,3,폐업,2,379-0075,"서울특별시 서대문구 연희로 265 (홍은동, 홍암빌딩)",3658,윤선생동물병원,I,194260.4233,453157.6262,동물병원
5714,동물병원,02_03_01_P,3210000,3.21E+17,2008-08-13,,3,폐업,2,6282-5757,"서울특별시 서초구 신반포로 176 (반포동,지상 1층)",,쿨펫동물병원,I,200250.4478,444683.2205,동물병원
5715,동물병원,02_03_01_P,3210000,3.21E+17,2008-08-13,,3,폐업,2,596-4566,"서울특별시 서초구 신반포로 257, 뉴타운 1층 (잠원동)",6523,임갑미동물병원,I,201104.269,445266.6786,동물병원
5716,동물병원,02_03_01_P,3210000,3.21E+17,2009-06-03,,3,폐업,2,,서울특별시 서초구 사임당로 97 (서초동),,강남서초동물병원,I,201731.7903,443120.3937,동물병원
5717,동물병원,02_03_01_P,3030000,3.03E+17,2003-01-24,,3,폐업,2,02-467-5656,,,제일동물병원,I,204321.4466,448456.3981,동물병원
5718,동물병원,02_03_01_P,3030000,3.03E+17,2003-01-24,,3,폐업,2,02-2291-8275,,,무학동물병원,I,202738.364,451205.9618,동물병원
5719,동물병원,02_03_01_P,3030000,3.03E+17,2003-01-24,,3,폐업,2,02-2293-4242,서울특별시 성동구 왕십리로 373 (하왕십리동),,영진동물병원,I,202472.0424,451342.2639,동물병원
5720,동물병원,02_03_01_P,3030000,3.03E+17,2003-01-24,,3,폐업,2,02-2297-7570,서울특별시 성동구 금호로 47 (금호동4가),,현대동물병원,I,202176.74,449493.2851,동물병원
5721,동물병원,02_03_01_P,3140000,3.14E+17,2004-09-30,,3,폐업,2,2608-9090,"서울특별시 양천구 신정로 312 (신정동,뉴목동프라자 113호)",,하릅강아지 동물병원,I,187158.467,445678.0763,동물병원
5722,동물병원,02_03_01_P,3140000,3.14E+17,2004-03-16,,3,폐업,2,2642-8655,,,비비펫 동물병원,I,,,동물병원
5723,동물병원,02_03_01_P,3110000,3.11E+17,2003-03-14,,3,폐업,2,376-7588,,,한마음동물병원,I,,,동물병원
5724,동물병원,02_03_01_P,3110000,3.11E+17,2003-04-07,,3,폐업,2,382-7844,,,독도동물병원,I,,,동물병원
5725,동물병원,02_03_01_P,3110000,3.11E+17,2003-10-16,,3,폐업,2,356-7588,"서울특별시 은평구 통일로 691, 2층 (녹번동)",3375,더탑동물병원,I,193917.7959,456163.764,동물병원
5726,동물병원,02_03_01_P,3110000,3.11E+17,2003-10-29,,3,폐업,2,,,,참사랑동물병원,I,192549.7057,453943.0314,동물병원
5727,동물병원,02_03_01_P,3010000,3.01E+17,2015-02-04,,3,폐업,2,02-2237-7582,"서울특별시 중구 다산로 32, 스포츠센터동 106-2호 (신당동, 남산타운)",4595,그녀의 동물병원,U,200750.4551,449638.8243,동물병원
5728,동물병원,02_03_01_P,3010000,3.01E+17,2016-01-04,,3,폐업,2,02-742-6021,"서울특별시 중구 동호로11길 32, 1층 (신당동)",4598,올댓동물병원,U,200738.8348,450184.3108,동물병원
5729,동물병원,02_03_01_P,3110000,3.11E+17,2017-12-22,,3,폐업,2,02-358-7582,서울특별시 은평구 연서로 162 (대조동),3388,연서동물종합병원,U,192679.1592,456765.9502,동물병원
5730,동물병원,02_03_01_P,3110000,3.11E+17,2018-02-05,,3,폐업,2,02-3152-8575,"서울특별시 은평구 수색로 217, 1층 107호 (수색동, 디엠씨 자이1단지(DMC 자이1))",3504,디엠씨(DMC)동물병원,U,190977.8506,453037.788,동물병원
5731,동물병원,02_03_01_P,3110000,3.11E+17,1975-08-23,,3,폐업,2,372-8472,,,수색동물병원,I,,,동물병원
5732,동물병원,02_03_01_P,3110000,3.11E+17,1987-04-20,,3,폐업,2,385-1350,,,갈현동물병원,I,,,동물병원
5733,동물병원,02_03_01_P,3060000,3.06E+17,2003-11-12,,3,폐업,2,2207-9181,,,진영동물병원,I,,,동물병원
5734,동물병원,02_03_01_P,3060000,3.06E+17,2003-11-18,,3,폐업,2,2207-9931,서울특별시 중랑구 면목로 273 (면목동),,제일동물병원,I,207501.3139,452781.0273,동물병원
5735,동물병원,02_03_01_P,3060000,3.06E+17,2004-01-06,,3,폐업,2,491-1865,서울특별시 중랑구 동일로 678 (면목동),,우리들동물병원,I,207032.1602,454281.6191,동물병원
5736,동물병원,02_03_01_P,3060000,3.06E+17,2004-02-26,,3,폐업,2,2208-7540,,,하나동물병원,I,,,동물병원
5737,동물병원,02_03_01_P,3060000,3.06E+17,2005-03-03,,3,폐업,2,,,,제일동물병원,I,,,동물병원
5738,동물병원,02_03_01_P,3180000,3.18E+17,1991-11-19,,3,폐업,2,2638-0644,서울특별시 영등포구 대림로 154 (대림동),,와우동물병원,I,191124.182,443626.2944,동물병원
5739,동물병원,02_03_01_P,3180000,3.18E+17,1993-11-05,,3,폐업,2,831-6817,서울특별시 영등포구 여의대방로39길 33-2 (신길동),,인성동물병원,I,,,동물병원
5740,동물병원,02_03_01_P,3180000,3.18E+17,1994-04-26,,3,폐업,2,2633-9991,서울특별시 영등포구 당산로 96 (당산동1가),,영등포동물병원,I,,,동물병원
5741,동물병원,02_03_01_P,3180000,3.18E+17,1998-08-19,,3,폐업,2,841-8341,서울특별시 영등포구 도신로 106 (신길동),7382,도림동물병원,U,191429.026,445038.5054,동물병원
5742,동물병원,02_03_01_P,3180000,3.18E+17,1999-04-26,,3,폐업,2,2635-7582,,,토론토동물병원,I,,,동물병원
5743,동물병원,02_03_01_P,3060000,3.06E+17,2005-03-14,,3,폐업,2,2208-7540,,,하나동물병원,I,,,동물병원
5744,동물병원,02_03_01_P,3060000,3.06E+17,2005-03-25,,3,폐업,2,3421-7588,"서울특별시 중랑구 신내로 211, 119호 (신내동, 금강리빙스텔)",2024,쥬라기동물병원,U,208112.8602,457113.6384,동물병원
5745,동물병원,02_03_01_P,3060000,3.06E+17,2005-06-17,,3,폐업,2,2208-7540,,,하나동물병원,I,,,동물병원
5746,동물병원,02_03_01_P,3060000,3.06E+17,2005-07-07,,3,폐업,2,2207-9181,서울특별시 중랑구 동일로96길 33 (면목동),,진영동물병원,I,207162.55,453618.2253,동물병원
5747,동물병원,02_03_01_P,3060000,3.06E+17,2006-04-14,,3,폐업,2,494-5575,서울특별시 중랑구 상봉중앙로1길 82 (상봉동),,해피데이동물병원,I,207683.1458,455292.3352,동물병원
5748,동물병원,02_03_01_P,3060000,3.06E+17,2006-05-01,,3,폐업,2,2207-7500,서울특별시 중랑구 용마산로 373 (면목동),,다음동물병원,I,208261.0791,453661.8487,동물병원
5749,동물병원,02_03_01_P,3180000,3.18E+17,1988-11-14,,3,폐업,2,845-3368,서울특별시 영등포구 신길로 42 (신길동),7436,대림동물병원,I,191850.1141,443811.9313,동물병원
5750,동물병원,02_03_01_P,3120000,3.12E+17,2005-09-08,,3,폐업,2,373-1020,,,모래내동물병원,I,,,동물병원
5751,동물병원,02_03_01_P,3120000,3.12E+17,2005-10-27,,3,폐업,2,,서울특별시 서대문구 거북골로 13 (홍은동),,예일동물병원,I,193388.3466,453148.5339,동물병원
5752,동물병원,02_03_01_P,3120000,3.12E+17,2006-03-30,,3,폐업,2,303-0075,,,대화동물병원,I,,,동물병원
5753,동물병원,02_03_01_P,3120000,3.12E+17,2000-05-29,,3,폐업,2,304-0075,,,햇살동물병원,I,,,동물병원
5754,동물병원,02_03_01_P,3120000,3.12E+17,2001-03-08,,3,폐업,2,364-7575,,,재원동물병원,I,,,동물병원
5755,동물병원,02_03_01_P,3060000,3.06E+17,2006-08-01,,3,폐업,2,2207-9181,,,진영동물병원,I,,,동물병원
5756,동물병원,02_03_01_P,3060000,3.06E+17,2007-07-04,,3,폐업,2,2208-7540,,,칸동물병원,I,,,동물병원
5757,동물병원,02_03_01_P,3060000,3.06E+17,2007-08-22,,3,폐업,2,2207-9181,,,진영동물병원,I,,,동물병원
5758,동물병원,02_03_01_P,3060000,3.06E+17,2008-06-19,,3,폐업,2,"494-7582,",서울특별시 중랑구 망우로 247 (중화동),2117,로얄동물메디컬센터,U,206997.2706,454794.0432,동물병원
5759,동물병원,02_03_01_P,3060000,3.06E+17,2008-09-03,,3,폐업,2,02-2207-9181,"서울특별시 중랑구 동일로96길 33, 바하피아노학원 (면목동)",2215,진영동물병원,U,207162.55,453618.2253,동물병원
5760,동물병원,02_03_01_P,3120000,3.12E+17,2001-08-08,,3,폐업,2,738-7533,,,차지우동물병원,I,,,동물병원
5761,동물병원,02_03_01_P,3980000,3.98E+17,2018-11-29,,3,폐업,2,031-572-2852,"경기도 구리시 경춘북로 252, 841동 C150,C170호 (갈매동, 갈매역아이파크)",11901,소망동물의료센터,U,210273.0981,459131.619,동물병원
5762,동물병원,02_03_01_P,5400000,5.4E+17,2018-11-02,,3,폐업,2,055-586-0085,경상남도 함안군 대산면 대산중앙4길 45-3,52011,현대동물병원,U,329730.7974,206762.4034,동물병원
5763,동물병원,02_03_01_P,3090000,3.09E+17,2018-11-05,,3,폐업,2,955-8400,"서울특별시 도봉구 도봉로 875, 1층 (도봉동)",1304,도담동물병원,U,203947.7148,464474.91,동물병원
5764,동물병원,02_03_01_P,5710000,5.735E+17,2019-01-15,,3,폐업,2,043-240-7654,"충청북도 청주시 청원구 오창읍 중부로 1555, 1층",28127,오성동물병원,U,243879.9768,362715.9361,동물병원
5765,동물병원,02_03_01_P,3130000,3.13E+17,2023-01-31,,3,폐업,2,,서울특별시 마포구 월드컵로 44(서교동),4029,우쭈쭈동물건강검진센터 합정점,U,192189.4189,450104.5011,동물병원
5766,동물병원,02_03_01_P,3940000,3.94E+17,2018-12-10,,3,폐업,2,02-3158-0733,"경기도 고양시 덕양구 중앙로 136, 102호 (화전동)",10538,경서동물병원,U,188707.2078,455391.5237,동물병원
5767,동물병원,02_03_01_P,3940000,3.94E+17,2019-01-18,,3,폐업,2,,"경기도 고양시 일산서구 탄중로 111, 양우로데오메인타운2 C동 104호 (덕이동)",10233,미래동물병원,U,178527.7633,465638.3093,동물병원
5768,동물병원,02_03_01_P,4490000,5.66E+17,2019-02-10,,3,폐업,2,,충청남도 천안시 서북구 성환읍 성환11길 7-4,31016,현대동물병원,U,211415.5767,379502.8111,동물병원
5769,동물병원,02_03_01_P,3090000,3.09E+17,2019-02-11,,3,폐업,2,954-0075,서울특별시 도봉구 도봉로 791 (도봉동),1308,연동물병원펫샵,U,203831.1677,463621.09,동물병원
5770,동물병원,02_03_01_P,4070000,4.07E+17,2019-01-31,,3,폐업,2,031-8011-3690,"경기도 이천시 중리천로 135, 미래캐슬2동 (중리동)",17373,24시큰사랑동물병원,U,239810.5696,419357.4827,동물병원
